DDI-MedLine.d62.s3|179-186|spectrin|drug
DDI-DrugBank.d179.s38|37-48|methotrexate|drug
DDI-DrugBank.d179.s38|55-67|sulfapyridine|drug
DDI-DrugBank.d179.s39|2-11|Methyldopa|drug
DDI-DrugBank.d179.s39|36-45|methyldopa|drug
DDI-DrugBank.d179.s39|52-64|sulfapyridine|drug
DDI-DrugBank.d179.s40|2-10|Phenytoin|drug
DDI-DrugBank.d179.s40|19-26|Dilantin|brand
DDI-DrugBank.d179.s40|36-44|phenytoin|drug
DDI-DrugBank.d179.s40|51-63|sulfapyridine|drug
DDI-DrugBank.d639.s0|21-26|SUTENT|brand
DDI-DrugBank.d639.s0|40-49|inhibitors|group
DDI-DrugBank.d639.s0|79-90|ketoconazole|drug
DDI-DrugBank.d639.s0|93-104|itraconazole|drug
DDI-DrugBank.d639.s0|107-120|clarithromycin|drug
DDI-DrugBank.d639.s0|123-132|atazanavir|drug
DDI-DrugBank.d639.s0|135-143|indinavir|drug
DDI-DrugBank.d639.s0|146-155|nefazodone|drug
DDI-DrugBank.d639.s0|158-167|nelfinavir|drug
DDI-DrugBank.d639.s0|170-178|ritonavir|drug
DDI-DrugBank.d639.s0|181-190|saquinavir|drug
DDI-DrugBank.d639.s0|193-205|telithromycin|drug
DDI-DrugBank.d639.s0|236-244|sunitinib|drug
DDI-DrugBank.d639.s1|0-9|Grapefruit|drug
DDI-DrugBank.d639.s1|36-49|concentrations|group
DDI-DrugBank.d639.s1|54-59|SUTENT|brand
DDI-DrugBank.d639.s2|21-26|SUTENT|brand
DDI-DrugBank.d639.s2|70-82|dexamethasone|drug
DDI-DrugBank.d639.s2|85-93|phenytoin|drug
DDI-DrugBank.d639.s2|96-108|carbamazepine|drug
DDI-DrugBank.d639.s2|111-118|rifampin|brand
DDI-DrugBank.d639.s2|121-129|rifabutin|drug
DDI-DrugBank.d639.s2|144-156|phenobarbital|drug
DDI-DrugBank.d639.s2|188-196|sunitinib|drug
DDI-DrugBank.d639.s4|24-29|SUTENT|brand
DDI-DrugBank.d639.s4|38-51|concentrations|group
DDI-DrugBank.d639.s5|19-24|SUTENT|brand
DDI-DrugBank.d639.s7|0-5|SUTENT|brand
DDI-DrugBank.d639.s7|77-86|inhibitors|group
DDI-DrugBank.d723.s0|6-14|eye drops|brand
DDI-DrugBank.d723.s0|19-29|medications|group
DDI-DrugBank.d723.s0|39-60|acetylcholine chloride|drug
DDI-DrugBank.d723.s0|76-84|carbachol|brand
DDI-DrugBank.d723.s0|98-113|Isopto Carbachol|brand
DDI-DrugBank.d723.s0|144-151|suprofen|drug
DDI-DrugBank.d704.s0|10-21|Interactions|group
DDI-DrugBank.d704.s0|64-75|interactions|group
DDI-DrugBank.d704.s0|85-90|FLOMAX|brand
DDI-DrugBank.d704.s0|137-142|agents|group
DDI-DrugBank.d704.s1|9-20|interactions|group
DDI-DrugBank.d704.s1|42-47|FLOMAX|brand
DDI-DrugBank.d704.s1|129-134|agents|group
DDI-DrugBank.d704.s2|40-49|cimetidine|drug
DDI-DrugBank.d704.s2|55-60|FLOMAX|brand
DDI-DrugBank.d704.s3|44-53|tamsulosin|drug
DDI-DrugBank.d704.s4|11-16|FLOMAX|brand
DDI-DrugBank.d704.s4|75-84|cimetidine|drug
DDI-DrugBank.d704.s5|80-89|tamsulosin|drug
DDI-DrugBank.d704.s5|99-106|warfarin|drug
DDI-DrugBank.d704.s6|74-81|warfarin|drug
DDI-DrugBank.d704.s6|87-92|FLOMAX|brand
DDI-DrugBank.d658.s0|32-43|testolactone|drug
DDI-DrugBank.d658.s0|78-91|anticoagulants|group
DDI-DrugBank.d658.s1|19-31|anticoagulant|group
DDI-DrugBank.d658.s2|21-32|Interactions|group
DDI-DrugBank.d658.s2|58-69|testolactone|drug
DDI-DrugBank.d658.s2|95-103|estradiol|drug
DDI-DrugBank.d658.s2|147-155|estradiol|drug
DDI-DrugBank.d658.s2|175-181|calcium|drug
DDI-DrugBank.d658.s2|242-249|creatine|drug
DDI-DrugBank.d658.s2|255-269|17-ketosteroids|group
DDI-DrugBank.d766.s0|6-17|trimetrexate|drug
DDI-DrugBank.d766.s0|39-42|P450|drug
DDI-DrugBank.d766.s0|59-63|drugs|group
DDI-DrugBank.d766.s0|156-167|interactions|group
DDI-DrugBank.d766.s0|184-195|trimetrexate|drug
DDI-DrugBank.d766.s0|204-217|concentrations|group
DDI-DrugBank.d766.s1|0-5|Agents|group
DDI-DrugBank.d766.s1|41-52|trimetrexate|drug
DDI-DrugBank.d766.s1|81-91|indications|group
DDI-DrugBank.d766.s1|133-144|erythromycin|drug
DDI-DrugBank.d766.s1|147-154|rifampin|brand
DDI-DrugBank.d766.s1|157-165|rifabutin|drug
DDI-DrugBank.d766.s1|168-179|ketoconazole|drug
DDI-DrugBank.d766.s1|186-196|fluconazole|drug
DDI-DrugBank.d766.s2|56-65|cimetidine|drug
DDI-DrugBank.d766.s2|101-112|trimetrexate|drug
DDI-DrugBank.d766.s2|134-146|acetaminophen|drug
DDI-DrugBank.d766.s2|186-197|trimetrexate|drug
DDI-DrugBank.d766.s3|38-45|nitrogen|drug
DDI-DrugBank.d766.s3|59-67|imidazole|drug
DDI-DrugBank.d766.s3|76-87|clotrimazole|drug
DDI-DrugBank.d766.s3|90-101|ketoconazole|drug
DDI-DrugBank.d766.s3|104-113|miconazole|drug
DDI-DrugBank.d766.s3|145-154|inhibitors|group
DDI-DrugBank.d766.s3|159-170|trimetrexate|drug
DDI-DrugBank.d766.s4|9-17|medicated|brand
DDI-DrugBank.d766.s4|30-34|drugs|group
DDI-DrugBank.d766.s4|40-51|trimetrexate|drug
DDI-DrugBank.d328.s0|34-43|valdecoxib|drug
DDI-DrugBank.d328.s0|70-79|valdecoxib|drug
DDI-DrugBank.d328.s1|113-122|valdecoxib|drug
DDI-DrugBank.d328.s1|132-143|interactions|group
DDI-DrugBank.d328.s2|20-29|valdecoxib|drug
DDI-DrugBank.d328.s3|31-40|valdecoxib|drug
DDI-DrugBank.d328.s3|56-64|inhibitor|group
DDI-DrugBank.d328.s3|151-159|inhibitor|group
DDI-DrugBank.d328.s4|0-6|Aspirin|brand
DDI-DrugBank.d328.s4|39-45|aspirin|brand
DDI-DrugBank.d328.s4|52-61|valdecoxib|drug
DDI-DrugBank.d328.s4|116-128|complications|group
DDI-DrugBank.d328.s4|142-151|valdecoxib|drug
DDI-DrugBank.d328.s5|44-53|valdecoxib|drug
DDI-DrugBank.d328.s5|79-85|aspirin|brand
DDI-DrugBank.d328.s6|85-94|valdecoxib|drug
DDI-DrugBank.d328.s6|134-143|valdecoxib|drug
DDI-DrugBank.d328.s6|171-186|aspirin-mediated|brand
DDI-DrugBank.d328.s7|0-11|Methotrexate|drug
DDI-DrugBank.d328.s7|14-23|Valdecoxib|drug
DDI-DrugBank.d328.s7|114-125|methotrexate|drug
DDI-DrugBank.d328.s8|0-13|ACE-inhibitors|group
DDI-DrugBank.d328.s8|36-41|NSAIDs|group
DDI-DrugBank.d328.s8|87-100|ACE-inhibitors|group
DDI-DrugBank.d328.s9|66-71|BEXTRA|brand
DDI-DrugBank.d328.s9|92-105|ACE-inhibitors|group
DDI-DrugBank.d328.s10|0-9|Furosemide|drug
DDI-DrugBank.d328.s10|56-67|observations|group
DDI-DrugBank.d328.s10|86-91|NSAIDs|group
DDI-DrugBank.d328.s10|108-118|natriuretic|group
DDI-DrugBank.d328.s10|130-139|furosemide|drug
DDI-DrugBank.d328.s10|145-153|thiazides|group
DDI-DrugBank.d328.s12|0-14|Anticonvulsants|group
DDI-DrugBank.d328.s12|17-25|Phenytoin|drug
DDI-DrugBank.d328.s12|67-76|valdecoxib|drug
DDI-DrugBank.d328.s12|191-199|phenytoin|drug
DDI-DrugBank.d328.s13|31-40|valdecoxib|drug
DDI-DrugBank.d328.s13|90-96|control|brand
DDI-DrugBank.d328.s13|103-111|phenytoin|drug
DDI-DrugBank.d328.s14|0-9|Valdecoxib|drug
DDI-DrugBank.d328.s14|66-81|pharmacokinetics|group
DDI-DrugBank.d328.s14|86-94|phenytoin|drug
DDI-DrugBank.d328.s15|36-50|anticonvulsants|group
DDI-DrugBank.d328.s16|57-62|BEXTRA|brand
DDI-DrugBank.d328.s17|0-15|Dextromethorphan|drug
DDI-DrugBank.d328.s17|18-33|Dextromethorphan|drug
DDI-DrugBank.d328.s18|22-31|valdecoxib|drug
DDI-DrugBank.d328.s18|94-109|dextromethorphan|drug
DDI-DrugBank.d328.s18|158-167|valdecoxib|drug
DDI-DrugBank.d328.s18|179-187|inhibitor|group
DDI-DrugBank.d328.s19|8-23|dextromethorphan|drug
DDI-DrugBank.d328.s19|32-45|concentrations|group
DDI-DrugBank.d328.s19|80-89|valdecoxib|drug
DDI-DrugBank.d328.s19|148-159|metabolizers|group
DDI-DrugBank.d328.s20|0-6|Lithium|brand
DDI-DrugBank.d328.s20|9-18|Valdecoxib|drug
DDI-DrugBank.d328.s20|75-81|lithium|brand
DDI-DrugBank.d328.s20|149-153|serum|group
DDI-DrugBank.d328.s20|176-182|lithium|brand
DDI-DrugBank.d328.s21|0-6|Lithium|brand
DDI-DrugBank.d328.s21|14-27|concentrations|group
DDI-DrugBank.d328.s21|98-103|BEXTRA|brand
DDI-DrugBank.d328.s21|127-133|lithium|brand
DDI-DrugBank.d328.s22|0-16|Lithium carbonate|drug
DDI-DrugBank.d328.s22|59-68|valdecoxib|drug
DDI-DrugBank.d328.s23|0-7|Warfarin|drug
DDI-DrugBank.d328.s23|24-33|valdecoxib|drug
DDI-DrugBank.d328.s23|42-54|anticoagulant|group
DDI-DrugBank.d328.s23|66-73|warfarin|drug
DDI-DrugBank.d328.s23|145-150|BEXTRA|brand
DDI-DrugBank.d328.s24|0-9|Valdecoxib|drug
DDI-DrugBank.d328.s24|169-179|prothrombin|drug
DDI-DrugBank.d328.s24|207-214|warfarin|drug
DDI-DrugBank.d328.s25|76-85|valdecoxib|drug
DDI-DrugBank.d328.s26|0-12|Anticoagulant|group
DDI-DrugBank.d328.s26|63-71|the first|brand
DDI-DrugBank.d328.s26|114-119|BEXTRA|brand
DDI-DrugBank.d328.s26|143-150|warfarin|drug
DDI-DrugBank.d328.s26|163-168|agents|group
DDI-DrugBank.d328.s27|0-10|Fluconazole|drug
DDI-DrugBank.d328.s27|16-27|Ketoconazole|drug
DDI-DrugBank.d328.s27|30-41|Ketoconazole|drug
DDI-DrugBank.d328.s27|47-57|fluconazole|drug
DDI-DrugBank.d328.s27|93-102|inhibitors|group
DDI-DrugBank.d328.s28|42-51|valdecoxib|drug
DDI-DrugBank.d328.s28|82-93|ketoconazole|drug
DDI-DrugBank.d328.s28|99-109|fluconazole|drug
DDI-DrugBank.d328.s28|158-167|valdecoxib|drug
DDI-DrugBank.d328.s29|25-34|valdecoxib|drug
DDI-DrugBank.d328.s29|79-89|fluconazole|drug
DDI-DrugBank.d328.s29|124-135|ketoconazole|drug
DDI-DrugBank.d328.s30|0-8|Glyburide|drug
DDI-DrugBank.d328.s30|11-19|Glyburide|drug
DDI-DrugBank.d328.s31|20-29|valdecoxib|drug
DDI-DrugBank.d328.s31|59-67|glyburide|drug
DDI-DrugBank.d328.s31|111-126|pharmacokinetics|group
DDI-DrugBank.d328.s31|142-150|glyburide|drug
DDI-DrugBank.d328.s32|20-29|valdecoxib|drug
DDI-DrugBank.d328.s32|80-88|glyburide|drug
DDI-DrugBank.d328.s32|126-141|pharmacokinetics|group
DDI-DrugBank.d328.s32|179-183|blood|group
DDI-DrugBank.d328.s32|197-203|insulin|group
DDI-DrugBank.d328.s32|216-224|glyburide|drug
DDI-DrugBank.d328.s33|20-29|valdecoxib|drug
DDI-DrugBank.d328.s33|80-88|glyburide|drug
DDI-DrugBank.d328.s33|97-105|glyburide|drug
DDI-DrugBank.d328.s33|140-148|glyburide|drug
DDI-DrugBank.d328.s33|180-188|glyburide|drug
DDI-DrugBank.d328.s33|224-230|glucose|group
DDI-DrugBank.d328.s34|0-6|Insulin|group
DDI-DrugBank.d328.s35|19-25|glucose|group
DDI-DrugBank.d328.s35|47-56|valdecoxib|drug
DDI-DrugBank.d328.s35|125-131|glucose|group
DDI-DrugBank.d328.s35|197-205|glyburide|drug
DDI-DrugBank.d328.s35|236-245|valdecoxib|drug
DDI-DrugBank.d328.s36|20-28|glyburide|drug
DDI-DrugBank.d328.s36|59-68|valdecoxib|drug
DDI-DrugBank.d328.s37|0-9|Omeprazole|drug
DDI-DrugBank.d328.s37|12-21|Omeprazole|drug
DDI-DrugBank.d328.s37|73-81|inhibitor|group
DDI-DrugBank.d328.s38|0-9|Valdecoxib|drug
DDI-DrugBank.d328.s38|31-44|concentrations|group
DDI-DrugBank.d328.s38|113-122|omeprazole|drug
DDI-DrugBank.d328.s39|22-31|valdecoxib|drug
DDI-DrugBank.d328.s39|55-64|omeprazole|drug
DDI-DrugBank.d328.s40|0-4|Drugs|group
DDI-DrugBank.d328.s40|39-40|pH|drug
DDI-DrugBank.d328.s40|102-111|omeprazole|drug
DDI-DrugBank.d328.s40|117-126|valdecoxib|drug
DDI-DrugBank.d328.s41|51-60|omeprazole|drug
DDI-DrugBank.d328.s41|135-144|omeprazole|drug
DDI-DrugBank.d328.s42|20-29|valdecoxib|drug
DDI-DrugBank.d328.s42|63-72|omeprazole|drug
DDI-DrugBank.d328.s43|5-18|Contraceptives|group
DDI-DrugBank.d328.s43|21-30|Valdecoxib|drug
DDI-DrugBank.d328.s43|98-110|contraceptive|group
DDI-DrugBank.d328.s43|134-142|estradiol|drug
DDI-DrugBank.d328.s43|171-181|Ortho-Novum|brand
DDI-DrugBank.d328.s44|20-29|valdecoxib|drug
DDI-DrugBank.d328.s44|35-45|Ortho-Novum|brand
DDI-DrugBank.d328.s44|79-113|norethindrone and ethinyl estradiol|brand
DDI-DrugBank.d328.s45|42-54|contraceptive|group
DDI-DrugBank.d328.s46|29-63|norethindrone and ethinyl estradiol|brand
DDI-DrugBank.d328.s46|123-135|contraceptive|group
DDI-DrugBank.d328.s46|154-163|valdecoxib|drug
DDI-DrugBank.d328.s47|0-7|Diazepam|drug
DDI-DrugBank.d328.s47|10-17|Diazepam|drug
DDI-DrugBank.d328.s47|20-25|Valium|brand
DDI-DrugBank.d328.s48|19-26|diazepam|drug
DDI-DrugBank.d328.s48|89-98|valdecoxib|drug
DDI-DrugBank.d328.s48|150-159|valdecoxib|drug
DDI-DrugBank.d328.s48|233-240|diazepam|drug
DDI-DrugBank.d328.s49|37-44|diazepam|drug
DDI-DrugBank.d328.s49|87-96|valdecoxib|drug
DDI-DrugBank.d328.s49|236-243|diazepam|drug
DDI-DrugBank.d328.s50|80-87|complete|brand
DDI-DrugBank.d759.s0|31-43|ascorbic acid|drug
DDI-DrugBank.d759.s0|99-116|bishydroxycoumarin|group
